"ALU_NOVAMATRICULA","ALU_ANO_EVASA","ALU_PERIODO_EVASAO","MAT_TUR_DIS_DISCIPLINA","DISCIPLINA","MAT_MEDIA_FINAL"
"52a2dad8414cf823a583b2909d847207",2004,1,1411186,"Projeto em Computação II",9.4
"52a2dad8414cf823a583b2909d847207",2004,1,1411188,"Métodos e Software Numéricos",7.83
"52a2dad8414cf823a583b2909d847207",2004,1,1411196,"Inteligência Artificial I",7.6
"52a2dad8414cf823a583b2909d847207",2004,1,1411185,"Projeto em Computação I",7.9
"52a2dad8414cf823a583b2909d847207",2004,1,1411184,"Lab. de Intercon. de Redes de Computadores",7.2
"52a2dad8414cf823a583b2909d847207",2004,1,1411189,"Compiladores",7.7
"52a2dad8414cf823a583b2909d847207",2004,1,1411191,"Interconexão de Redes de Computadores",7.2
"52a2dad8414cf823a583b2909d847207",2004,1,1411192,"Sistemas Operacionais",6
"52a2dad8414cf823a583b2909d847207",2004,1,1411190,"Redes de Computadores",5.5
"52a2dad8414cf823a583b2909d847207",2004,1,1411183,"Laboratório de Engenharia de Software",9
"52a2dad8414cf823a583b2909d847207",2004,1,1411194,"Banco de Dados II",7.8
"52a2dad8414cf823a583b2909d847207",2004,1,1305219,"Direito e Cidadania",7
"52a2dad8414cf823a583b2909d847207",2004,1,1411174,"Introdução à Computação",7.8
"52a2dad8414cf823a583b2909d847207",2004,1,1411167,"Programação I",7.8
"52a2dad8414cf823a583b2909d847207",2004,1,1109035,"Álgebra Vetorial e Geometria Analítica",7.5
"52a2dad8414cf823a583b2909d847207",2004,1,1411180,"Laboratório de Programação I",7.4
"52a2dad8414cf823a583b2909d847207",2004,1,1307151,"Leitura e Produção de Textos",9
"52a2dad8414cf823a583b2909d847207",2004,1,1109103,"Cálculo Diferencial e Integral I",8.5
"52a2dad8414cf823a583b2909d847207",2004,1,1108089,"Fundamentos de Física Clássica",NA
"52a2dad8414cf823a583b2909d847207",2004,1,1109113,"Matemática Discreta",5.8
"52a2dad8414cf823a583b2909d847207",2004,1,1411170,"Teoria dos Grafos",8.1
"52a2dad8414cf823a583b2909d847207",2004,1,1305218,"Métodologia Científica",7.8
"52a2dad8414cf823a583b2909d847207",2004,1,1411168,"Programação II",4.6
"52a2dad8414cf823a583b2909d847207",2004,1,1411181,"Laboratório de Programação II",7.1
"52a2dad8414cf823a583b2909d847207",2004,1,1108089,"Fundamentos de Física Clássica",7.6
"52a2dad8414cf823a583b2909d847207",2004,1,1114107,"Probabilidade e Estatistica",5
"52a2dad8414cf823a583b2909d847207",2004,1,1411176,"Gerência da Informação",8.3
"52a2dad8414cf823a583b2909d847207",2004,1,1411168,"Programação II",7.9
"52a2dad8414cf823a583b2909d847207",2004,1,1411171,"Teoria da Computação",7.7
"52a2dad8414cf823a583b2909d847207",2004,1,1114114,"Métodos Estatisticos",7.4
"52a2dad8414cf823a583b2909d847207",2004,1,1411173,"Lógica Matemática",9.3
"52a2dad8414cf823a583b2909d847207",2004,1,1411179,"Lab. de Estrutura de Dados e Algoritmos",7.8
"52a2dad8414cf823a583b2909d847207",2004,1,1411172,"Estrutura de Dados e Algoritmos",7.2
"52a2dad8414cf823a583b2909d847207",2004,1,1411177,"Engenharia de Software I",8.3
"52a2dad8414cf823a583b2909d847207",2004,1,1411178,"Sistemas de Informação I",7.8
"52a2dad8414cf823a583b2909d847207",2004,1,1108090,"Fundamentos de Física Moderna",8.3
"52a2dad8414cf823a583b2909d847207",2004,1,1411195,"Sistemas de Informação II",7.4
"52a2dad8414cf823a583b2909d847207",2004,1,1411193,"Banco de Dados I",7
"52a2dad8414cf823a583b2909d847207",2004,1,1411187,"Análise e Técnica de Algoritmos",5.3
"52a2dad8414cf823a583b2909d847207",2004,1,1411197,"Aval. de Desempenho de Sistemas Discretos",8.6
"52a2dad8414cf823a583b2909d847207",2004,1,1305220,"Informática e Sociedade",9
"52a2dad8414cf823a583b2909d847207",2004,1,1411169,"Paradigmas de Ling. de Programação",8.9
"52a2dad8414cf823a583b2909d847207",2004,1,1411175,"Org. e Arquitetura de Computadores I",7.3
"52a2dad8414cf823a583b2909d847207",2004,1,1411182,"Lab. de Org. e Arquitetura de Computadores",9
"35f34037ff1ac17f90a98537802ee33a",2005,2,1411186,"Projeto em Computação II",6.8
"35f34037ff1ac17f90a98537802ee33a",2005,2,1411188,"Métodos e Software Numéricos",7.83
"35f34037ff1ac17f90a98537802ee33a",2005,2,1411196,"Inteligência Artificial I",8.1
"35f34037ff1ac17f90a98537802ee33a",2005,2,1411185,"Projeto em Computação I",9.3
"35f34037ff1ac17f90a98537802ee33a",2005,2,1411197,"Aval. de Desempenho de Sistemas Discretos",9.4
"35f34037ff1ac17f90a98537802ee33a",2005,2,1411189,"Compiladores",9
"35f34037ff1ac17f90a98537802ee33a",2005,2,1411192,"Sistemas Operacionais",7.6
"35f34037ff1ac17f90a98537802ee33a",2005,2,1411187,"Análise e Técnica de Algoritmos",9.3
"35f34037ff1ac17f90a98537802ee33a",2005,2,1411184,"Lab. de Intercon. de Redes de Computadores",8.6
"35f34037ff1ac17f90a98537802ee33a",2005,2,1411183,"Laboratório de Engenharia de Software",9.3
"35f34037ff1ac17f90a98537802ee33a",2005,2,1411191,"Interconexão de Redes de Computadores",8.6
"35f34037ff1ac17f90a98537802ee33a",2005,2,1411194,"Banco de Dados II",8.8
"35f34037ff1ac17f90a98537802ee33a",2005,2,1411174,"Introdução à Computação",6.9
"35f34037ff1ac17f90a98537802ee33a",2005,2,1411167,"Programação I",9.2
"35f34037ff1ac17f90a98537802ee33a",2005,2,1109035,"Álgebra Vetorial e Geometria Analítica",9.8
"35f34037ff1ac17f90a98537802ee33a",2005,2,1411180,"Laboratório de Programação I",9
"35f34037ff1ac17f90a98537802ee33a",2005,2,1307151,"Leitura e Produção de Textos",7.3
"35f34037ff1ac17f90a98537802ee33a",2005,2,1109103,"Cálculo Diferencial e Integral I",9.2
"35f34037ff1ac17f90a98537802ee33a",2005,2,1108089,"Fundamentos de Física Clássica",8.7
"35f34037ff1ac17f90a98537802ee33a",2005,2,1109113,"Matemática Discreta",9.3
"35f34037ff1ac17f90a98537802ee33a",2005,2,1411168,"Programação II",7
"35f34037ff1ac17f90a98537802ee33a",2005,2,1411170,"Teoria dos Grafos",9.4
"35f34037ff1ac17f90a98537802ee33a",2005,2,1305218,"Métodologia Científica",9.5
"35f34037ff1ac17f90a98537802ee33a",2005,2,1411181,"Laboratório de Programação II",8.3
"35f34037ff1ac17f90a98537802ee33a",2005,2,1411171,"Teoria da Computação",9.6
"35f34037ff1ac17f90a98537802ee33a",2005,2,1411179,"Lab. de Estrutura de Dados e Algoritmos",9.6
"35f34037ff1ac17f90a98537802ee33a",2005,2,1114107,"Probabilidade e Estatistica",9
"35f34037ff1ac17f90a98537802ee33a",2005,2,1411176,"Gerência da Informação",8.3
"35f34037ff1ac17f90a98537802ee33a",2005,2,1108090,"Fundamentos de Física Moderna",9.2
"35f34037ff1ac17f90a98537802ee33a",2005,2,1411172,"Estrutura de Dados e Algoritmos",9.6
"35f34037ff1ac17f90a98537802ee33a",2005,2,1411169,"Paradigmas de Ling. de Programação",8.7
"35f34037ff1ac17f90a98537802ee33a",2005,2,1411173,"Lógica Matemática",8.9
"35f34037ff1ac17f90a98537802ee33a",2005,2,1411175,"Org. e Arquitetura de Computadores I",8.2
"35f34037ff1ac17f90a98537802ee33a",2005,2,1411182,"Lab. de Org. e Arquitetura de Computadores",10
"35f34037ff1ac17f90a98537802ee33a",2005,2,1411177,"Engenharia de Software I",7.7
"35f34037ff1ac17f90a98537802ee33a",2005,2,1411178,"Sistemas de Informação I",9.5
"35f34037ff1ac17f90a98537802ee33a",2005,2,1411190,"Redes de Computadores",9.3
"35f34037ff1ac17f90a98537802ee33a",2005,2,1411193,"Banco de Dados I",8.5
"35f34037ff1ac17f90a98537802ee33a",2005,2,1411195,"Sistemas de Informação II",8.8
"35f34037ff1ac17f90a98537802ee33a",2005,2,1114114,"Métodos Estatisticos",8
"35f34037ff1ac17f90a98537802ee33a",2005,2,1305219,"Direito e Cidadania",10
"35f34037ff1ac17f90a98537802ee33a",2005,2,1305220,"Informática e Sociedade",9
"3db82447b99e09c8540ba2327b5b9ca5",2004,1,1411186,"Projeto em Computação II",9.8
"3db82447b99e09c8540ba2327b5b9ca5",2004,1,1411196,"Inteligência Artificial I",8.7
"3db82447b99e09c8540ba2327b5b9ca5",2004,1,1411188,"Métodos e Software Numéricos",7.57
"3db82447b99e09c8540ba2327b5b9ca5",2004,1,1411185,"Projeto em Computação I",9.5
"3db82447b99e09c8540ba2327b5b9ca5",2004,1,1411187,"Análise e Técnica de Algoritmos",7.1
"3db82447b99e09c8540ba2327b5b9ca5",2004,1,1411189,"Compiladores",8.2
"3db82447b99e09c8540ba2327b5b9ca5",2004,1,1411197,"Aval. de Desempenho de Sistemas Discretos",7.6
"3db82447b99e09c8540ba2327b5b9ca5",2004,1,1411183,"Laboratório de Engenharia de Software",8.8
"3db82447b99e09c8540ba2327b5b9ca5",2004,1,1411184,"Lab. de Intercon. de Redes de Computadores",7.9
"3db82447b99e09c8540ba2327b5b9ca5",2004,1,1411187,"Análise e Técnica de Algoritmos",NA
"3db82447b99e09c8540ba2327b5b9ca5",2004,1,1411192,"Sistemas Operacionais",8.2
"3db82447b99e09c8540ba2327b5b9ca5",2004,1,1411191,"Interconexão de Redes de Computadores",7.9
"3db82447b99e09c8540ba2327b5b9ca5",2004,1,1411194,"Banco de Dados II",8
"3db82447b99e09c8540ba2327b5b9ca5",2004,1,1305219,"Direito e Cidadania",9.5
"3db82447b99e09c8540ba2327b5b9ca5",2004,1,1411174,"Introdução à Computação",8.7
"3db82447b99e09c8540ba2327b5b9ca5",2004,1,1411167,"Programação I",9.9
"3db82447b99e09c8540ba2327b5b9ca5",2004,1,1109035,"Álgebra Vetorial e Geometria Analítica",8.3
"3db82447b99e09c8540ba2327b5b9ca5",2004,1,1411180,"Laboratório de Programação I",7.7
"3db82447b99e09c8540ba2327b5b9ca5",2004,1,1307151,"Leitura e Produção de Textos",9.5
"3db82447b99e09c8540ba2327b5b9ca5",2004,1,1109103,"Cálculo Diferencial e Integral I",8.7
"3db82447b99e09c8540ba2327b5b9ca5",2004,1,1109113,"Matemática Discreta",6.5
"3db82447b99e09c8540ba2327b5b9ca5",2004,1,1411168,"Programação II",9
"3db82447b99e09c8540ba2327b5b9ca5",2004,1,1305218,"Métodologia Científica",9.3
"3db82447b99e09c8540ba2327b5b9ca5",2004,1,1411170,"Teoria dos Grafos",8.9
"3db82447b99e09c8540ba2327b5b9ca5",2004,1,1108089,"Fundamentos de Física Clássica",8
"3db82447b99e09c8540ba2327b5b9ca5",2004,1,1411181,"Laboratório de Programação II",9.3
"3db82447b99e09c8540ba2327b5b9ca5",2004,1,1411171,"Teoria da Computação",8.7
"3db82447b99e09c8540ba2327b5b9ca5",2004,1,1411179,"Lab. de Estrutura de Dados e Algoritmos",8.8
"3db82447b99e09c8540ba2327b5b9ca5",2004,1,1114107,"Probabilidade e Estatistica",7.8
"3db82447b99e09c8540ba2327b5b9ca5",2004,1,1411172,"Estrutura de Dados e Algoritmos",8.9
"3db82447b99e09c8540ba2327b5b9ca5",2004,1,1108090,"Fundamentos de Física Moderna",8.8
"3db82447b99e09c8540ba2327b5b9ca5",2004,1,1411176,"Gerência da Informação",8.6
"3db82447b99e09c8540ba2327b5b9ca5",2004,1,1411175,"Org. e Arquitetura de Computadores I",8.7
"3db82447b99e09c8540ba2327b5b9ca5",2004,1,1411182,"Lab. de Org. e Arquitetura de Computadores",9.6
"3db82447b99e09c8540ba2327b5b9ca5",2004,1,1411177,"Engenharia de Software I",8.8
"3db82447b99e09c8540ba2327b5b9ca5",2004,1,1411178,"Sistemas de Informação I",9
"3db82447b99e09c8540ba2327b5b9ca5",2004,1,1411169,"Paradigmas de Ling. de Programação",8.3
"3db82447b99e09c8540ba2327b5b9ca5",2004,1,1411173,"Lógica Matemática",8.5
"3db82447b99e09c8540ba2327b5b9ca5",2004,1,1411193,"Banco de Dados I",8.3
"3db82447b99e09c8540ba2327b5b9ca5",2004,1,1411195,"Sistemas de Informação II",9.1
"3db82447b99e09c8540ba2327b5b9ca5",2004,1,1411190,"Redes de Computadores",9.2
"3db82447b99e09c8540ba2327b5b9ca5",2004,1,1114114,"Métodos Estatisticos",8
"3db82447b99e09c8540ba2327b5b9ca5",2004,1,1305220,"Informática e Sociedade",9.7
"a0417cf91e9422eb31b63969ab56aadc",2003,2,1411196,"Inteligência Artificial I",7.8
"a0417cf91e9422eb31b63969ab56aadc",2003,2,1411197,"Aval. de Desempenho de Sistemas Discretos",9.2
"a0417cf91e9422eb31b63969ab56aadc",2003,2,1411186,"Projeto em Computação II",9.5
"a0417cf91e9422eb31b63969ab56aadc",2003,2,1411185,"Projeto em Computação I",8
"a0417cf91e9422eb31b63969ab56aadc",2003,2,1411191,"Interconexão de Redes de Computadores",7.5
"a0417cf91e9422eb31b63969ab56aadc",2003,2,1411184,"Lab. de Intercon. de Redes de Computadores",7.5
"a0417cf91e9422eb31b63969ab56aadc",2003,2,1411189,"Compiladores",8.3
"a0417cf91e9422eb31b63969ab56aadc",2003,2,1411188,"Métodos e Software Numéricos",8
"a0417cf91e9422eb31b63969ab56aadc",2003,2,1411187,"Análise e Técnica de Algoritmos",7
"a0417cf91e9422eb31b63969ab56aadc",2003,2,1411183,"Laboratório de Engenharia de Software",9.2
"a0417cf91e9422eb31b63969ab56aadc",2003,2,1411190,"Redes de Computadores",8.1
"a0417cf91e9422eb31b63969ab56aadc",2003,2,1411194,"Banco de Dados II",7.4
"a0417cf91e9422eb31b63969ab56aadc",2003,2,1305219,"Direito e Cidadania",9
"a0417cf91e9422eb31b63969ab56aadc",2003,2,1411192,"Sistemas Operacionais",7.5
"a0417cf91e9422eb31b63969ab56aadc",2003,2,1411174,"Introdução à Computação",8.3
"a0417cf91e9422eb31b63969ab56aadc",2003,2,1411167,"Programação I",8.5
"a0417cf91e9422eb31b63969ab56aadc",2003,2,1109035,"Álgebra Vetorial e Geometria Analítica",9.8
"a0417cf91e9422eb31b63969ab56aadc",2003,2,1411180,"Laboratório de Programação I",8.6
"a0417cf91e9422eb31b63969ab56aadc",2003,2,1307151,"Leitura e Produção de Textos",9
"a0417cf91e9422eb31b63969ab56aadc",2003,2,1109103,"Cálculo Diferencial e Integral I",9.3
"a0417cf91e9422eb31b63969ab56aadc",2003,2,1108089,"Fundamentos de Física Clássica",NA
"a0417cf91e9422eb31b63969ab56aadc",2003,2,1109113,"Matemática Discreta",6.3
"a0417cf91e9422eb31b63969ab56aadc",2003,2,1411168,"Programação II",7.9
"a0417cf91e9422eb31b63969ab56aadc",2003,2,1305218,"Métodologia Científica",8
"a0417cf91e9422eb31b63969ab56aadc",2003,2,1411170,"Teoria dos Grafos",9.2
"a0417cf91e9422eb31b63969ab56aadc",2003,2,1411181,"Laboratório de Programação II",9.4
"a0417cf91e9422eb31b63969ab56aadc",2003,2,1411171,"Teoria da Computação",8.7
"a0417cf91e9422eb31b63969ab56aadc",2003,2,1411179,"Lab. de Estrutura de Dados e Algoritmos",8.8
"a0417cf91e9422eb31b63969ab56aadc",2003,2,1108089,"Fundamentos de Física Clássica",8.7
"a0417cf91e9422eb31b63969ab56aadc",2003,2,1114107,"Probabilidade e Estatistica",7
"a0417cf91e9422eb31b63969ab56aadc",2003,2,1411172,"Estrutura de Dados e Algoritmos",7
"a0417cf91e9422eb31b63969ab56aadc",2003,2,1411176,"Gerência da Informação",7.6
"a0417cf91e9422eb31b63969ab56aadc",2003,2,1411173,"Lógica Matemática",9.4
"a0417cf91e9422eb31b63969ab56aadc",2003,2,1411177,"Engenharia de Software I",7.6
"a0417cf91e9422eb31b63969ab56aadc",2003,2,1411178,"Sistemas de Informação I",8.5
"a0417cf91e9422eb31b63969ab56aadc",2003,2,1108090,"Fundamentos de Física Moderna",8.4
"a0417cf91e9422eb31b63969ab56aadc",2003,2,1114114,"Métodos Estatisticos",6.4
"a0417cf91e9422eb31b63969ab56aadc",2003,2,1411169,"Paradigmas de Ling. de Programação",8.4
"a0417cf91e9422eb31b63969ab56aadc",2003,2,1411175,"Org. e Arquitetura de Computadores I",9.5
"a0417cf91e9422eb31b63969ab56aadc",2003,2,1411195,"Sistemas de Informação II",7.3
"a0417cf91e9422eb31b63969ab56aadc",2003,2,1411193,"Banco de Dados I",8
"a0417cf91e9422eb31b63969ab56aadc",2003,2,1305220,"Informática e Sociedade",9.7
"a0417cf91e9422eb31b63969ab56aadc",2003,2,1411182,"Lab. de Org. e Arquitetura de Computadores",9.6
"914a47db6a4c6e073e225f1aa2e7e3db",2004,1,1411197,"Aval. de Desempenho de Sistemas Discretos",9.3
"914a47db6a4c6e073e225f1aa2e7e3db",2004,1,1411186,"Projeto em Computação II",9.4
"914a47db6a4c6e073e225f1aa2e7e3db",2004,1,1411188,"Métodos e Software Numéricos",7.83
"914a47db6a4c6e073e225f1aa2e7e3db",2004,1,1411196,"Inteligência Artificial I",8.9
"914a47db6a4c6e073e225f1aa2e7e3db",2004,1,1411185,"Projeto em Computação I",9.5
"914a47db6a4c6e073e225f1aa2e7e3db",2004,1,1411189,"Compiladores",8.7
"914a47db6a4c6e073e225f1aa2e7e3db",2004,1,1411191,"Interconexão de Redes de Computadores",7.4
"914a47db6a4c6e073e225f1aa2e7e3db",2004,1,1411184,"Lab. de Intercon. de Redes de Computadores",7.4
"914a47db6a4c6e073e225f1aa2e7e3db",2004,1,1411190,"Redes de Computadores",10
"914a47db6a4c6e073e225f1aa2e7e3db",2004,1,1411187,"Análise e Técnica de Algoritmos",8.8
"914a47db6a4c6e073e225f1aa2e7e3db",2004,1,1411183,"Laboratório de Engenharia de Software",9.3
"914a47db6a4c6e073e225f1aa2e7e3db",2004,1,1411192,"Sistemas Operacionais",8
"914a47db6a4c6e073e225f1aa2e7e3db",2004,1,1411194,"Banco de Dados II",8.4
"914a47db6a4c6e073e225f1aa2e7e3db",2004,1,1305219,"Direito e Cidadania",10
"914a47db6a4c6e073e225f1aa2e7e3db",2004,1,1411174,"Introdução à Computação",8.7
"914a47db6a4c6e073e225f1aa2e7e3db",2004,1,1411167,"Programação I",9.1
"914a47db6a4c6e073e225f1aa2e7e3db",2004,1,1109035,"Álgebra Vetorial e Geometria Analítica",9.5
"914a47db6a4c6e073e225f1aa2e7e3db",2004,1,1411180,"Laboratório de Programação I",9.6
"914a47db6a4c6e073e225f1aa2e7e3db",2004,1,1307151,"Leitura e Produção de Textos",9.5
"914a47db6a4c6e073e225f1aa2e7e3db",2004,1,1109103,"Cálculo Diferencial e Integral I",8.3
"914a47db6a4c6e073e225f1aa2e7e3db",2004,1,1108089,"Fundamentos de Física Clássica",NA
"914a47db6a4c6e073e225f1aa2e7e3db",2004,1,1109113,"Matemática Discreta",7
"914a47db6a4c6e073e225f1aa2e7e3db",2004,1,1411168,"Programação II",8.3
"914a47db6a4c6e073e225f1aa2e7e3db",2004,1,1411170,"Teoria dos Grafos",9.7
"914a47db6a4c6e073e225f1aa2e7e3db",2004,1,1305218,"Métodologia Científica",9.6
"914a47db6a4c6e073e225f1aa2e7e3db",2004,1,1411181,"Laboratório de Programação II",9.3
"914a47db6a4c6e073e225f1aa2e7e3db",2004,1,1411171,"Teoria da Computação",9.1
"914a47db6a4c6e073e225f1aa2e7e3db",2004,1,1411179,"Lab. de Estrutura de Dados e Algoritmos",9.1
"914a47db6a4c6e073e225f1aa2e7e3db",2004,1,1114107,"Probabilidade e Estatistica",7.5
"914a47db6a4c6e073e225f1aa2e7e3db",2004,1,1411172,"Estrutura de Dados e Algoritmos",8.5
"914a47db6a4c6e073e225f1aa2e7e3db",2004,1,1108089,"Fundamentos de Física Clássica",8.3
"914a47db6a4c6e073e225f1aa2e7e3db",2004,1,1411176,"Gerência da Informação",8.7
"914a47db6a4c6e073e225f1aa2e7e3db",2004,1,1114114,"Métodos Estatisticos",8.8
"914a47db6a4c6e073e225f1aa2e7e3db",2004,1,1108090,"Fundamentos de Física Moderna",8.5
"914a47db6a4c6e073e225f1aa2e7e3db",2004,1,1411173,"Lógica Matemática",8.7
"914a47db6a4c6e073e225f1aa2e7e3db",2004,1,1411178,"Sistemas de Informação I",8.3
"914a47db6a4c6e073e225f1aa2e7e3db",2004,1,1411169,"Paradigmas de Ling. de Programação",8.7
"914a47db6a4c6e073e225f1aa2e7e3db",2004,1,1411177,"Engenharia de Software I",8.7
"914a47db6a4c6e073e225f1aa2e7e3db",2004,1,1411175,"Org. e Arquitetura de Computadores I",8.9
"914a47db6a4c6e073e225f1aa2e7e3db",2004,1,1411195,"Sistemas de Informação II",9.2
"914a47db6a4c6e073e225f1aa2e7e3db",2004,1,1411193,"Banco de Dados I",8.5
"914a47db6a4c6e073e225f1aa2e7e3db",2004,1,1305220,"Informática e Sociedade",9
"914a47db6a4c6e073e225f1aa2e7e3db",2004,1,1411182,"Lab. de Org. e Arquitetura de Computadores",9.9
"d74dc967ecb8db0f85ebbe4b9c3aac3a",2004,1,1305219,"Direito e Cidadania",8
"d74dc967ecb8db0f85ebbe4b9c3aac3a",2004,1,1411188,"Métodos e Software Numéricos",8
"d74dc967ecb8db0f85ebbe4b9c3aac3a",2004,1,1411197,"Aval. de Desempenho de Sistemas Discretos",8.9
"d74dc967ecb8db0f85ebbe4b9c3aac3a",2004,1,1411186,"Projeto em Computação II",10
"d74dc967ecb8db0f85ebbe4b9c3aac3a",2004,1,1411185,"Projeto em Computação I",9.9
"d74dc967ecb8db0f85ebbe4b9c3aac3a",2004,1,1411194,"Banco de Dados II",8.6
"d74dc967ecb8db0f85ebbe4b9c3aac3a",2004,1,1411191,"Interconexão de Redes de Computadores",7.4
"d74dc967ecb8db0f85ebbe4b9c3aac3a",2004,1,1411184,"Lab. de Intercon. de Redes de Computadores",7.4
"d74dc967ecb8db0f85ebbe4b9c3aac3a",2004,1,1411196,"Inteligência Artificial I",8.8
"d74dc967ecb8db0f85ebbe4b9c3aac3a",2004,1,1411195,"Sistemas de Informação II",9.5
"d74dc967ecb8db0f85ebbe4b9c3aac3a",2004,1,1411190,"Redes de Computadores",9.3
"d74dc967ecb8db0f85ebbe4b9c3aac3a",2004,1,1411192,"Sistemas Operacionais",7.4
"d74dc967ecb8db0f85ebbe4b9c3aac3a",2004,1,1411187,"Análise e Técnica de Algoritmos",8.1
"d74dc967ecb8db0f85ebbe4b9c3aac3a",2004,1,1411189,"Compiladores",9
"d74dc967ecb8db0f85ebbe4b9c3aac3a",2004,1,1411183,"Laboratório de Engenharia de Software",8.8
"d74dc967ecb8db0f85ebbe4b9c3aac3a",2004,1,1411174,"Introdução à Computação",9.2
"d74dc967ecb8db0f85ebbe4b9c3aac3a",2004,1,1411167,"Programação I",8.3
"d74dc967ecb8db0f85ebbe4b9c3aac3a",2004,1,1109035,"Álgebra Vetorial e Geometria Analítica",7.5
"d74dc967ecb8db0f85ebbe4b9c3aac3a",2004,1,1411180,"Laboratório de Programação I",7.5
"d74dc967ecb8db0f85ebbe4b9c3aac3a",2004,1,1307151,"Leitura e Produção de Textos",9
"d74dc967ecb8db0f85ebbe4b9c3aac3a",2004,1,1109103,"Cálculo Diferencial e Integral I",7.3
"d74dc967ecb8db0f85ebbe4b9c3aac3a",2004,1,1411168,"Programação II",8.7
"d74dc967ecb8db0f85ebbe4b9c3aac3a",2004,1,1109113,"Matemática Discreta",7.3
"d74dc967ecb8db0f85ebbe4b9c3aac3a",2004,1,1411170,"Teoria dos Grafos",8.9
"d74dc967ecb8db0f85ebbe4b9c3aac3a",2004,1,1411181,"Laboratório de Programação II",8.8
"d74dc967ecb8db0f85ebbe4b9c3aac3a",2004,1,1108089,"Fundamentos de Física Clássica",7.1
"d74dc967ecb8db0f85ebbe4b9c3aac3a",2004,1,1411172,"Estrutura de Dados e Algoritmos",8.7
"d74dc967ecb8db0f85ebbe4b9c3aac3a",2004,1,1411176,"Gerência da Informação",8.3
"d74dc967ecb8db0f85ebbe4b9c3aac3a",2004,1,1411171,"Teoria da Computação",8.7
"d74dc967ecb8db0f85ebbe4b9c3aac3a",2004,1,1411179,"Lab. de Estrutura de Dados e Algoritmos",8.8
"d74dc967ecb8db0f85ebbe4b9c3aac3a",2004,1,1108090,"Fundamentos de Física Moderna",7.6
"d74dc967ecb8db0f85ebbe4b9c3aac3a",2004,1,1114107,"Probabilidade e Estatistica",5.1
"d74dc967ecb8db0f85ebbe4b9c3aac3a",2004,1,1411173,"Lógica Matemática",9.3
"d74dc967ecb8db0f85ebbe4b9c3aac3a",2004,1,1411178,"Sistemas de Informação I",9
"d74dc967ecb8db0f85ebbe4b9c3aac3a",2004,1,1411169,"Paradigmas de Ling. de Programação",8.9
"d74dc967ecb8db0f85ebbe4b9c3aac3a",2004,1,1305218,"Métodologia Científica",8.2
"d74dc967ecb8db0f85ebbe4b9c3aac3a",2004,1,1411175,"Org. e Arquitetura de Computadores I",8.9
"d74dc967ecb8db0f85ebbe4b9c3aac3a",2004,1,1411182,"Lab. de Org. e Arquitetura de Computadores",8.6
"d74dc967ecb8db0f85ebbe4b9c3aac3a",2004,1,1411193,"Banco de Dados I",8.3
"d74dc967ecb8db0f85ebbe4b9c3aac3a",2004,1,1114114,"Métodos Estatisticos",8.8
"d74dc967ecb8db0f85ebbe4b9c3aac3a",2004,1,1305220,"Informática e Sociedade",10
"d74dc967ecb8db0f85ebbe4b9c3aac3a",2004,1,1411177,"Engenharia de Software I",7.4
"14c8b58c1ad97aa183b5939b5635d45d",2006,2,1411191,"Interconexão de Redes de Computadores",7.2
"14c8b58c1ad97aa183b5939b5635d45d",2006,2,1411184,"Lab. de Intercon. de Redes de Computadores",7.2
"14c8b58c1ad97aa183b5939b5635d45d",2006,2,1411189,"Compiladores",7.7
"14c8b58c1ad97aa183b5939b5635d45d",2006,2,1411194,"Banco de Dados II",5.6
"14c8b58c1ad97aa183b5939b5635d45d",2006,2,1411185,"Projeto em Computação I",8.4
"14c8b58c1ad97aa183b5939b5635d45d",2006,2,1411187,"Análise e Técnica de Algoritmos",3.3
"14c8b58c1ad97aa183b5939b5635d45d",2006,2,1411183,"Laboratório de Engenharia de Software",6
"14c8b58c1ad97aa183b5939b5635d45d",2006,2,1411187,"Análise e Técnica de Algoritmos",3.3
"14c8b58c1ad97aa183b5939b5635d45d",2006,2,1411189,"Compiladores",4.2
"14c8b58c1ad97aa183b5939b5635d45d",2006,2,1411190,"Redes de Computadores",5.9
"14c8b58c1ad97aa183b5939b5635d45d",2006,2,1411194,"Banco de Dados II",4.9
"14c8b58c1ad97aa183b5939b5635d45d",2006,2,1411197,"Aval. de Desempenho de Sistemas Discretos",5.2
"14c8b58c1ad97aa183b5939b5635d45d",2006,2,1114114,"Métodos Estatisticos",5.9
"14c8b58c1ad97aa183b5939b5635d45d",2006,2,1411177,"Engenharia de Software I",7.4
"14c8b58c1ad97aa183b5939b5635d45d",2006,2,1411175,"Org. e Arquitetura de Computadores I",7.3
"14c8b58c1ad97aa183b5939b5635d45d",2006,2,1305220,"Informática e Sociedade",8.75
"14c8b58c1ad97aa183b5939b5635d45d",2006,2,1411182,"Lab. de Org. e Arquitetura de Computadores",8.2
"14c8b58c1ad97aa183b5939b5635d45d",2006,2,1411174,"Introdução à Computação",7.9
"14c8b58c1ad97aa183b5939b5635d45d",2006,2,1411167,"Programação I",1.9
"14c8b58c1ad97aa183b5939b5635d45d",2006,2,1109035,"Álgebra Vetorial e Geometria Analítica",9
"14c8b58c1ad97aa183b5939b5635d45d",2006,2,1411180,"Laboratório de Programação I",NA
"14c8b58c1ad97aa183b5939b5635d45d",2006,2,1109103,"Cálculo Diferencial e Integral I",8
