"ALU_NOVAMATRICULA","ALU_ANO_EVASA","ALU_PERIODO_EVASAO","MAT_TUR_DIS_DISCIPLINA","DISCIPLINA","MAT_MEDIA_FINAL"
"b17d81013fadf6b4f3ddeb3543490fa2",2010,2,1411173,"Lógica Matemática",7.8
"b17d81013fadf6b4f3ddeb3543490fa2",2010,2,1411178,"Sistemas de Informação I",8.8
"b17d81013fadf6b4f3ddeb3543490fa2",2010,2,1114114,"Métodos Estatisticos",7.1
"b17d81013fadf6b4f3ddeb3543490fa2",2010,2,1411175,"Org. e Arquitetura de Computadores I",7.4
"b17d81013fadf6b4f3ddeb3543490fa2",2010,2,1411177,"Engenharia de Software I",7.9
"b17d81013fadf6b4f3ddeb3543490fa2",2010,2,1411182,"Lab. de Org. e Arquitetura de Computadores",7.9
"b17d81013fadf6b4f3ddeb3543490fa2",2010,2,1411195,"Sistemas de Informação II",7.5
"b17d81013fadf6b4f3ddeb3543490fa2",2010,2,1305219,"Direito e Cidadania",8
"b17d81013fadf6b4f3ddeb3543490fa2",2010,2,1411183,"Laboratório de Engenharia de Software",8.2
"b17d81013fadf6b4f3ddeb3543490fa2",2010,2,1411187,"Análise e Técnica de Algoritmos",5.1
"b17d81013fadf6b4f3ddeb3543490fa2",2010,2,1411189,"Compiladores",8.3
"b17d81013fadf6b4f3ddeb3543490fa2",2010,2,1411193,"Banco de Dados I",7.2
"b17d81013fadf6b4f3ddeb3543490fa2",2010,2,1305220,"Informática e Sociedade",7.8
"b17d81013fadf6b4f3ddeb3543490fa2",2010,2,1411190,"Redes de Computadores",7
"b17d81013fadf6b4f3ddeb3543490fa2",2010,2,1411192,"Sistemas Operacionais",7.7
"b17d81013fadf6b4f3ddeb3543490fa2",2010,2,1411194,"Banco de Dados II",7.4
"b17d81013fadf6b4f3ddeb3543490fa2",2010,2,1411184,"Lab. de Intercon. de Redes de Computadores",7
"b17d81013fadf6b4f3ddeb3543490fa2",2010,2,1411185,"Projeto em Computação I",7.4
"b17d81013fadf6b4f3ddeb3543490fa2",2010,2,1411191,"Interconexão de Redes de Computadores",7
"b17d81013fadf6b4f3ddeb3543490fa2",2010,2,1411197,"Aval. de Desempenho de Sistemas Discretos",7
"b17d81013fadf6b4f3ddeb3543490fa2",2010,2,1411186,"Projeto em Computação II",8.3
"b17d81013fadf6b4f3ddeb3543490fa2",2010,2,1411188,"Métodos e Software Numéricos",5.8
"b17d81013fadf6b4f3ddeb3543490fa2",2010,2,1411196,"Inteligência Artificial I",7
"69eb4aea01c61b9e47a74e4aa0986617",2010,2,1109035,"Álgebra Vetorial e Geometria Analítica",7.1
"69eb4aea01c61b9e47a74e4aa0986617",2010,2,1109103,"Cálculo Diferencial e Integral I",5.6
"69eb4aea01c61b9e47a74e4aa0986617",2010,2,1411167,"Programação I",8.7
"69eb4aea01c61b9e47a74e4aa0986617",2010,2,1411174,"Introdução à Computação",9.3
"69eb4aea01c61b9e47a74e4aa0986617",2010,2,1411180,"Laboratório de Programação I",8.1
"69eb4aea01c61b9e47a74e4aa0986617",2010,2,1307151,"Leitura e Produção de Textos",9
"69eb4aea01c61b9e47a74e4aa0986617",2010,2,1108090,"Fundamentos de Física Moderna",8.3
"69eb4aea01c61b9e47a74e4aa0986617",2010,2,1109113,"Matemática Discreta",9.7
"69eb4aea01c61b9e47a74e4aa0986617",2010,2,1411172,"Estrutura de Dados e Algoritmos",7.3
"69eb4aea01c61b9e47a74e4aa0986617",2010,2,1411176,"Gerência da Informação",7
"69eb4aea01c61b9e47a74e4aa0986617",2010,2,1108089,"Fundamentos de Física Clássica",7
"69eb4aea01c61b9e47a74e4aa0986617",2010,2,1109113,"Matemática Discreta",3.5
"69eb4aea01c61b9e47a74e4aa0986617",2010,2,1411168,"Programação II",7.6
"69eb4aea01c61b9e47a74e4aa0986617",2010,2,1411170,"Teoria dos Grafos",6.5
"69eb4aea01c61b9e47a74e4aa0986617",2010,2,1411181,"Laboratório de Programação II",8.9
"69eb4aea01c61b9e47a74e4aa0986617",2010,2,1305218,"Métodologia Científica",7.8
"69eb4aea01c61b9e47a74e4aa0986617",2010,2,1114107,"Probabilidade e Estatistica",5
"69eb4aea01c61b9e47a74e4aa0986617",2010,2,1411179,"Lab. de Estrutura de Dados e Algoritmos",7.6
"69eb4aea01c61b9e47a74e4aa0986617",2010,2,1411171,"Teoria da Computação",5.9
"69eb4aea01c61b9e47a74e4aa0986617",2010,2,1411175,"Org. e Arquitetura de Computadores I",6.5
"69eb4aea01c61b9e47a74e4aa0986617",2010,2,1411177,"Engenharia de Software I",7.1
"69eb4aea01c61b9e47a74e4aa0986617",2010,2,1411178,"Sistemas de Informação I",8.2
"69eb4aea01c61b9e47a74e4aa0986617",2010,2,1411182,"Lab. de Org. e Arquitetura de Computadores",5
"69eb4aea01c61b9e47a74e4aa0986617",2010,2,1411169,"Paradigmas de Ling. de Programação",6
"69eb4aea01c61b9e47a74e4aa0986617",2010,2,1411173,"Lógica Matemática",7.1
"69eb4aea01c61b9e47a74e4aa0986617",2010,2,1411193,"Banco de Dados I",5.9
"69eb4aea01c61b9e47a74e4aa0986617",2010,2,1114114,"Métodos Estatisticos",5.1
"69eb4aea01c61b9e47a74e4aa0986617",2010,2,1411183,"Laboratório de Engenharia de Software",7.6
"69eb4aea01c61b9e47a74e4aa0986617",2010,2,1411187,"Análise e Técnica de Algoritmos",5.6
"69eb4aea01c61b9e47a74e4aa0986617",2010,2,1305220,"Informática e Sociedade",7.9
"69eb4aea01c61b9e47a74e4aa0986617",2010,2,1411189,"Compiladores",8.1
"69eb4aea01c61b9e47a74e4aa0986617",2010,2,1411190,"Redes de Computadores",4
"69eb4aea01c61b9e47a74e4aa0986617",2010,2,1411195,"Sistemas de Informação II",5
"69eb4aea01c61b9e47a74e4aa0986617",2010,2,1305219,"Direito e Cidadania",8
"69eb4aea01c61b9e47a74e4aa0986617",2010,2,1411190,"Redes de Computadores",7
"69eb4aea01c61b9e47a74e4aa0986617",2010,2,1411185,"Projeto em Computação I",7.1
"69eb4aea01c61b9e47a74e4aa0986617",2010,2,1411192,"Sistemas Operacionais",6
"69eb4aea01c61b9e47a74e4aa0986617",2010,2,1411194,"Banco de Dados II",5.9
"69eb4aea01c61b9e47a74e4aa0986617",2010,2,1411186,"Projeto em Computação II",8
"69eb4aea01c61b9e47a74e4aa0986617",2010,2,1411184,"Lab. de Intercon. de Redes de Computadores",6.8
"69eb4aea01c61b9e47a74e4aa0986617",2010,2,1411188,"Métodos e Software Numéricos",5.8
"69eb4aea01c61b9e47a74e4aa0986617",2010,2,1411191,"Interconexão de Redes de Computadores",6.8
"69eb4aea01c61b9e47a74e4aa0986617",2010,2,1411196,"Inteligência Artificial I",7.2
"69eb4aea01c61b9e47a74e4aa0986617",2010,2,1411197,"Aval. de Desempenho de Sistemas Discretos",7.1
"227bdc2c8a3cab0e6c93a3f6fa5325ce",2010,1,1411174,"Introdução à Computação",8.3
"227bdc2c8a3cab0e6c93a3f6fa5325ce",2010,1,1411180,"Laboratório de Programação I",7.2
"227bdc2c8a3cab0e6c93a3f6fa5325ce",2010,1,1307151,"Leitura e Produção de Textos",9.1
"227bdc2c8a3cab0e6c93a3f6fa5325ce",2010,1,1109035,"Álgebra Vetorial e Geometria Analítica",5.7
"227bdc2c8a3cab0e6c93a3f6fa5325ce",2010,1,1109103,"Cálculo Diferencial e Integral I",5
"227bdc2c8a3cab0e6c93a3f6fa5325ce",2010,1,1411167,"Programação I",8.1
"227bdc2c8a3cab0e6c93a3f6fa5325ce",2010,1,1108089,"Fundamentos de Física Clássica",3.7
"227bdc2c8a3cab0e6c93a3f6fa5325ce",2010,1,1109113,"Matemática Discreta",6.8
"227bdc2c8a3cab0e6c93a3f6fa5325ce",2010,1,1411168,"Programação II",9
"227bdc2c8a3cab0e6c93a3f6fa5325ce",2010,1,1411170,"Teoria dos Grafos",6
"227bdc2c8a3cab0e6c93a3f6fa5325ce",2010,1,1411181,"Laboratório de Programação II",9.1
"227bdc2c8a3cab0e6c93a3f6fa5325ce",2010,1,1305218,"Métodologia Científica",7.7
"227bdc2c8a3cab0e6c93a3f6fa5325ce",2010,1,1108089,"Fundamentos de Física Clássica",7.5
"227bdc2c8a3cab0e6c93a3f6fa5325ce",2010,1,1114107,"Probabilidade e Estatistica",7
"227bdc2c8a3cab0e6c93a3f6fa5325ce",2010,1,1411171,"Teoria da Computação",9.3
"227bdc2c8a3cab0e6c93a3f6fa5325ce",2010,1,1411172,"Estrutura de Dados e Algoritmos",7.8
"227bdc2c8a3cab0e6c93a3f6fa5325ce",2010,1,1411176,"Gerência da Informação",8.8
"227bdc2c8a3cab0e6c93a3f6fa5325ce",2010,1,1411179,"Lab. de Estrutura de Dados e Algoritmos",8.7
"227bdc2c8a3cab0e6c93a3f6fa5325ce",2010,1,1108090,"Fundamentos de Física Moderna",7.2
"227bdc2c8a3cab0e6c93a3f6fa5325ce",2010,1,1411173,"Lógica Matemática",7
"227bdc2c8a3cab0e6c93a3f6fa5325ce",2010,1,1411178,"Sistemas de Informação I",9.3
"227bdc2c8a3cab0e6c93a3f6fa5325ce",2010,1,1109049,"Álgebra Linear I",6.9
"227bdc2c8a3cab0e6c93a3f6fa5325ce",2010,1,1411177,"Engenharia de Software I",7.7
"227bdc2c8a3cab0e6c93a3f6fa5325ce",2010,1,1114114,"Métodos Estatisticos",5.5
"227bdc2c8a3cab0e6c93a3f6fa5325ce",2010,1,1411175,"Org. e Arquitetura de Computadores I",7.2
"227bdc2c8a3cab0e6c93a3f6fa5325ce",2010,1,1411182,"Lab. de Org. e Arquitetura de Computadores",8
"227bdc2c8a3cab0e6c93a3f6fa5325ce",2010,1,1411183,"Laboratório de Engenharia de Software",8.5
"227bdc2c8a3cab0e6c93a3f6fa5325ce",2010,1,1411195,"Sistemas de Informação II",7.8
"227bdc2c8a3cab0e6c93a3f6fa5325ce",2010,1,1305220,"Informática e Sociedade",8.4
"227bdc2c8a3cab0e6c93a3f6fa5325ce",2010,1,1411187,"Análise e Técnica de Algoritmos",5.3
"227bdc2c8a3cab0e6c93a3f6fa5325ce",2010,1,1411190,"Redes de Computadores",7
"227bdc2c8a3cab0e6c93a3f6fa5325ce",2010,1,1411193,"Banco de Dados I",6.1
"227bdc2c8a3cab0e6c93a3f6fa5325ce",2010,1,1411184,"Lab. de Intercon. de Redes de Computadores",8
"227bdc2c8a3cab0e6c93a3f6fa5325ce",2010,1,1411189,"Compiladores",6.8
"227bdc2c8a3cab0e6c93a3f6fa5325ce",2010,1,1411191,"Interconexão de Redes de Computadores",8
"227bdc2c8a3cab0e6c93a3f6fa5325ce",2010,1,1411192,"Sistemas Operacionais",7
"227bdc2c8a3cab0e6c93a3f6fa5325ce",2010,1,1411194,"Banco de Dados II",7.5
"227bdc2c8a3cab0e6c93a3f6fa5325ce",2010,1,1411185,"Projeto em Computação I",8
"227bdc2c8a3cab0e6c93a3f6fa5325ce",2010,1,1411188,"Métodos e Software Numéricos",7.4
"227bdc2c8a3cab0e6c93a3f6fa5325ce",2010,1,1411197,"Aval. de Desempenho de Sistemas Discretos",7.1
"227bdc2c8a3cab0e6c93a3f6fa5325ce",2010,1,1305219,"Direito e Cidadania",8.3
"227bdc2c8a3cab0e6c93a3f6fa5325ce",2010,1,1411186,"Projeto em Computação II",9.3
"227bdc2c8a3cab0e6c93a3f6fa5325ce",2010,1,1411196,"Inteligência Artificial I",7.6
"227bdc2c8a3cab0e6c93a3f6fa5325ce",2010,1,1411169,"Paradigmas de Ling. de Programação",7
"00eb58fa89c562efda118e64efab77a5",2010,1,1109035,"Álgebra Vetorial e Geometria Analítica",7
"00eb58fa89c562efda118e64efab77a5",2010,1,1109103,"Cálculo Diferencial e Integral I",5.5
"00eb58fa89c562efda118e64efab77a5",2010,1,1411167,"Programação I",6.8
"00eb58fa89c562efda118e64efab77a5",2010,1,1411174,"Introdução à Computação",8.6
"00eb58fa89c562efda118e64efab77a5",2010,1,1411180,"Laboratório de Programação I",6.3
"00eb58fa89c562efda118e64efab77a5",2010,1,1307151,"Leitura e Produção de Textos",7.4
"00eb58fa89c562efda118e64efab77a5",2010,1,1108089,"Fundamentos de Física Clássica",7.1
"00eb58fa89c562efda118e64efab77a5",2010,1,1109113,"Matemática Discreta",6.7
"00eb58fa89c562efda118e64efab77a5",2010,1,1411168,"Programação II",7.9
"00eb58fa89c562efda118e64efab77a5",2010,1,1411170,"Teoria dos Grafos",6.1
"00eb58fa89c562efda118e64efab77a5",2010,1,1411181,"Laboratório de Programação II",9
"00eb58fa89c562efda118e64efab77a5",2010,1,1305218,"Métodologia Científica",9.3
"00eb58fa89c562efda118e64efab77a5",2010,1,1108090,"Fundamentos de Física Moderna",8.5
"00eb58fa89c562efda118e64efab77a5",2010,1,1114107,"Probabilidade e Estatistica",NA
"00eb58fa89c562efda118e64efab77a5",2010,1,1411171,"Teoria da Computação",7
"00eb58fa89c562efda118e64efab77a5",2010,1,1411172,"Estrutura de Dados e Algoritmos",7.6
"00eb58fa89c562efda118e64efab77a5",2010,1,1411176,"Gerência da Informação",8.1
"00eb58fa89c562efda118e64efab77a5",2010,1,1411179,"Lab. de Estrutura de Dados e Algoritmos",8.3
"00eb58fa89c562efda118e64efab77a5",2010,1,1114107,"Probabilidade e Estatistica",8.9
"00eb58fa89c562efda118e64efab77a5",2010,1,1411169,"Paradigmas de Ling. de Programação",7.8
"00eb58fa89c562efda118e64efab77a5",2010,1,1411173,"Lógica Matemática",8.9
"00eb58fa89c562efda118e64efab77a5",2010,1,1411175,"Org. e Arquitetura de Computadores I",7.8
"00eb58fa89c562efda118e64efab77a5",2010,1,1411178,"Sistemas de Informação I",9
"00eb58fa89c562efda118e64efab77a5",2010,1,1411182,"Lab. de Org. e Arquitetura de Computadores",7
"00eb58fa89c562efda118e64efab77a5",2010,1,1411177,"Engenharia de Software I",8.2
"00eb58fa89c562efda118e64efab77a5",2010,1,1114114,"Métodos Estatisticos",8.6
"00eb58fa89c562efda118e64efab77a5",2010,1,1411193,"Banco de Dados I",6.5
"00eb58fa89c562efda118e64efab77a5",2010,1,1411195,"Sistemas de Informação II",7.4
"00eb58fa89c562efda118e64efab77a5",2010,1,1305219,"Direito e Cidadania",7.5
"00eb58fa89c562efda118e64efab77a5",2010,1,1411183,"Laboratório de Engenharia de Software",8.6
"00eb58fa89c562efda118e64efab77a5",2010,1,1411190,"Redes de Computadores",6.3
"00eb58fa89c562efda118e64efab77a5",2010,1,1411192,"Sistemas Operacionais",7.1
"00eb58fa89c562efda118e64efab77a5",2010,1,1411194,"Banco de Dados II",7
"00eb58fa89c562efda118e64efab77a5",2010,1,1305220,"Informática e Sociedade",8.3
"00eb58fa89c562efda118e64efab77a5",2010,1,1411184,"Lab. de Intercon. de Redes de Computadores",8.1
"00eb58fa89c562efda118e64efab77a5",2010,1,1411187,"Análise e Técnica de Algoritmos",7.4
"00eb58fa89c562efda118e64efab77a5",2010,1,1411189,"Compiladores",8.2
"00eb58fa89c562efda118e64efab77a5",2010,1,1411191,"Interconexão de Redes de Computadores",8.1
"00eb58fa89c562efda118e64efab77a5",2010,1,1411185,"Projeto em Computação I",8.6
"00eb58fa89c562efda118e64efab77a5",2010,1,1411197,"Aval. de Desempenho de Sistemas Discretos",6.9
"00eb58fa89c562efda118e64efab77a5",2010,1,1411186,"Projeto em Computação II",8.7
"00eb58fa89c562efda118e64efab77a5",2010,1,1411188,"Métodos e Software Numéricos",7
"00eb58fa89c562efda118e64efab77a5",2010,1,1411196,"Inteligência Artificial I",7.7
"87268856f4e9b265c0df28bcba79a766",2010,2,1109035,"Álgebra Vetorial e Geometria Analítica",3.2
"87268856f4e9b265c0df28bcba79a766",2010,2,1109103,"Cálculo Diferencial e Integral I",2
"87268856f4e9b265c0df28bcba79a766",2010,2,1411167,"Programação I",7.7
"87268856f4e9b265c0df28bcba79a766",2010,2,1411174,"Introdução à Computação",7.9
"87268856f4e9b265c0df28bcba79a766",2010,2,1411180,"Laboratório de Programação I",8.3
"87268856f4e9b265c0df28bcba79a766",2010,2,1307151,"Leitura e Produção de Textos",8.6
"87268856f4e9b265c0df28bcba79a766",2010,2,1109035,"Álgebra Vetorial e Geometria Analítica",6
"87268856f4e9b265c0df28bcba79a766",2010,2,1109103,"Cálculo Diferencial e Integral I",5.9
"87268856f4e9b265c0df28bcba79a766",2010,2,1109113,"Matemática Discreta",5.5
"87268856f4e9b265c0df28bcba79a766",2010,2,1411168,"Programação II",7.9
"87268856f4e9b265c0df28bcba79a766",2010,2,1411170,"Teoria dos Grafos",5
"87268856f4e9b265c0df28bcba79a766",2010,2,1411181,"Laboratório de Programação II",8.4
"87268856f4e9b265c0df28bcba79a766",2010,2,1305218,"Métodologia Científica",7.5
"87268856f4e9b265c0df28bcba79a766",2010,2,1411179,"Lab. de Estrutura de Dados e Algoritmos",8
"87268856f4e9b265c0df28bcba79a766",2010,2,1108089,"Fundamentos de Física Clássica",7.9
"87268856f4e9b265c0df28bcba79a766",2010,2,1411171,"Teoria da Computação",5.1
"87268856f4e9b265c0df28bcba79a766",2010,2,1411172,"Estrutura de Dados e Algoritmos",7.5
"87268856f4e9b265c0df28bcba79a766",2010,2,1411176,"Gerência da Informação",8.1
"87268856f4e9b265c0df28bcba79a766",2010,2,1108090,"Fundamentos de Física Moderna",5.6
"87268856f4e9b265c0df28bcba79a766",2010,2,1114107,"Probabilidade e Estatistica",8
"87268856f4e9b265c0df28bcba79a766",2010,2,1411169,"Paradigmas de Ling. de Programação",7
"87268856f4e9b265c0df28bcba79a766",2010,2,1411173,"Lógica Matemática",6
"87268856f4e9b265c0df28bcba79a766",2010,2,1411178,"Sistemas de Informação I",8.5
"87268856f4e9b265c0df28bcba79a766",2010,2,1411175,"Org. e Arquitetura de Computadores I",6.9
"87268856f4e9b265c0df28bcba79a766",2010,2,1411177,"Engenharia de Software I",7
"87268856f4e9b265c0df28bcba79a766",2010,2,1411182,"Lab. de Org. e Arquitetura de Computadores",2.5
"87268856f4e9b265c0df28bcba79a766",2010,2,1411195,"Sistemas de Informação II",6.4
"87268856f4e9b265c0df28bcba79a766",2010,2,1109049,"Álgebra Linear I",5.1
"87268856f4e9b265c0df28bcba79a766",2010,2,1411182,"Lab. de Org. e Arquitetura de Computadores",9.9
"87268856f4e9b265c0df28bcba79a766",2010,2,1411183,"Laboratório de Engenharia de Software",7.6
"87268856f4e9b265c0df28bcba79a766",2010,2,1411187,"Análise e Técnica de Algoritmos",4.4
"87268856f4e9b265c0df28bcba79a766",2010,2,1411193,"Banco de Dados I",5.1
"87268856f4e9b265c0df28bcba79a766",2010,2,1305220,"Informática e Sociedade",9.4
"87268856f4e9b265c0df28bcba79a766",2010,2,1411187,"Análise e Técnica de Algoritmos",8
"87268856f4e9b265c0df28bcba79a766",2010,2,1411189,"Compiladores",6.1
"87268856f4e9b265c0df28bcba79a766",2010,2,1411190,"Redes de Computadores",5.8
"87268856f4e9b265c0df28bcba79a766",2010,2,1114114,"Métodos Estatisticos",3.5
"87268856f4e9b265c0df28bcba79a766",2010,2,1411184,"Lab. de Intercon. de Redes de Computadores",7
"87268856f4e9b265c0df28bcba79a766",2010,2,1411185,"Projeto em Computação I",7.3
"87268856f4e9b265c0df28bcba79a766",2010,2,1411191,"Interconexão de Redes de Computadores",7
"87268856f4e9b265c0df28bcba79a766",2010,2,1411192,"Sistemas Operacionais",7.9
"87268856f4e9b265c0df28bcba79a766",2010,2,1411194,"Banco de Dados II",6.5
"87268856f4e9b265c0df28bcba79a766",2010,2,1305219,"Direito e Cidadania",8.2
"87268856f4e9b265c0df28bcba79a766",2010,2,1114114,"Métodos Estatisticos",5.5
"87268856f4e9b265c0df28bcba79a766",2010,2,1411186,"Projeto em Computação II",8.5
"87268856f4e9b265c0df28bcba79a766",2010,2,1411188,"Métodos e Software Numéricos",5
"87268856f4e9b265c0df28bcba79a766",2010,2,1411197,"Aval. de Desempenho de Sistemas Discretos",5.2
"87268856f4e9b265c0df28bcba79a766",2010,2,1411196,"Inteligência Artificial I",8.1
"6f1429b8069680e4b855f292eaf442a8",2010,1,1109035,"Álgebra Vetorial e Geometria Analítica",9.7
"6f1429b8069680e4b855f292eaf442a8",2010,1,1109103,"Cálculo Diferencial e Integral I",10
"6f1429b8069680e4b855f292eaf442a8",2010,1,1411167,"Programação I",9.6
"6f1429b8069680e4b855f292eaf442a8",2010,1,1411174,"Introdução à Computação",9.6
"6f1429b8069680e4b855f292eaf442a8",2010,1,1411180,"Laboratório de Programação I",9.8
"6f1429b8069680e4b855f292eaf442a8",2010,1,1307151,"Leitura e Produção de Textos",9.8
"6f1429b8069680e4b855f292eaf442a8",2010,1,1108090,"Fundamentos de Física Moderna",8.6
"6f1429b8069680e4b855f292eaf442a8",2010,1,1114107,"Probabilidade e Estatistica",9.8
"6f1429b8069680e4b855f292eaf442a8",2010,1,1411171,"Teoria da Computação",9.3
"6f1429b8069680e4b855f292eaf442a8",2010,1,1411172,"Estrutura de Dados e Algoritmos",9
"6f1429b8069680e4b855f292eaf442a8",2010,1,1411176,"Gerência da Informação",8.8
"6f1429b8069680e4b855f292eaf442a8",2010,1,1108089,"Fundamentos de Física Clássica",10
"6f1429b8069680e4b855f292eaf442a8",2010,1,1109113,"Matemática Discreta",10
"6f1429b8069680e4b855f292eaf442a8",2010,1,1411168,"Programação II",9.3
"6f1429b8069680e4b855f292eaf442a8",2010,1,1411170,"Teoria dos Grafos",8.8
"6f1429b8069680e4b855f292eaf442a8",2010,1,1411181,"Laboratório de Programação II",9.4
"6f1429b8069680e4b855f292eaf442a8",2010,1,1305218,"Métodologia Científica",9.2
"6f1429b8069680e4b855f292eaf442a8",2010,1,1411179,"Lab. de Estrutura de Dados e Algoritmos",9.5
"6f1429b8069680e4b855f292eaf442a8",2010,1,1411182,"Lab. de Org. e Arquitetura de Computadores",10
"6f1429b8069680e4b855f292eaf442a8",2010,1,1109049,"Álgebra Linear I",10
"6f1429b8069680e4b855f292eaf442a8",2010,1,1411177,"Engenharia de Software I",9
"6f1429b8069680e4b855f292eaf442a8",2010,1,1411169,"Paradigmas de Ling. de Programação",8.2
"6f1429b8069680e4b855f292eaf442a8",2010,1,1411173,"Lógica Matemática",10
"6f1429b8069680e4b855f292eaf442a8",2010,1,1411175,"Org. e Arquitetura de Computadores I",8.7
"6f1429b8069680e4b855f292eaf442a8",2010,1,1411178,"Sistemas de Informação I",9.5
"6f1429b8069680e4b855f292eaf442a8",2010,1,1114114,"Métodos Estatisticos",9.9
"6f1429b8069680e4b855f292eaf442a8",2010,1,1411183,"Laboratório de Engenharia de Software",8.5
"6f1429b8069680e4b855f292eaf442a8",2010,1,1411193,"Banco de Dados I",9.3
"6f1429b8069680e4b855f292eaf442a8",2010,1,1411195,"Sistemas de Informação II",8.5
"6f1429b8069680e4b855f292eaf442a8",2010,1,1305219,"Direito e Cidadania",10
"6f1429b8069680e4b855f292eaf442a8",2010,1,1305220,"Informática e Sociedade",8
"6f1429b8069680e4b855f292eaf442a8",2010,1,1411187,"Análise e Técnica de Algoritmos",8.5
"6f1429b8069680e4b855f292eaf442a8",2010,1,1411190,"Redes de Computadores",8.3
"6f1429b8069680e4b855f292eaf442a8",2010,1,1411194,"Banco de Dados II",8.3
"6f1429b8069680e4b855f292eaf442a8",2010,1,1411197,"Aval. de Desempenho de Sistemas Discretos",9.3
"6f1429b8069680e4b855f292eaf442a8",2010,1,1411184,"Lab. de Intercon. de Redes de Computadores",9.5
"6f1429b8069680e4b855f292eaf442a8",2010,1,1411189,"Compiladores",9.2
"6f1429b8069680e4b855f292eaf442a8",2010,1,1411191,"Interconexão de Redes de Computadores",9.5
"6f1429b8069680e4b855f292eaf442a8",2010,1,1411192,"Sistemas Operacionais",9.3
"6f1429b8069680e4b855f292eaf442a8",2010,1,1411185,"Projeto em Computação I",8
"6f1429b8069680e4b855f292eaf442a8",2010,1,1411196,"Inteligência Artificial I",9.1
"6f1429b8069680e4b855f292eaf442a8",2010,1,1411186,"Projeto em Computação II",9.3
"6f1429b8069680e4b855f292eaf442a8",2010,1,1411188,"Métodos e Software Numéricos",8.1
"c90c6cc1f6a1b0b576a40d8f2a2280f7",2010,1,1109035,"Álgebra Vetorial e Geometria Analítica",5.4
"c90c6cc1f6a1b0b576a40d8f2a2280f7",2010,1,1109103,"Cálculo Diferencial e Integral I",5.1
"c90c6cc1f6a1b0b576a40d8f2a2280f7",2010,1,1411167,"Programação I",9.8
"c90c6cc1f6a1b0b576a40d8f2a2280f7",2010,1,1411174,"Introdução à Computação",9.3
"c90c6cc1f6a1b0b576a40d8f2a2280f7",2010,1,1411180,"Laboratório de Programação I",9.1
"c90c6cc1f6a1b0b576a40d8f2a2280f7",2010,1,1307151,"Leitura e Produção de Textos",8.7
"c90c6cc1f6a1b0b576a40d8f2a2280f7",2010,1,1108089,"Fundamentos de Física Clássica",NA
"c90c6cc1f6a1b0b576a40d8f2a2280f7",2010,1,1109113,"Matemática Discreta",8
"c90c6cc1f6a1b0b576a40d8f2a2280f7",2010,1,1411168,"Programação II",8.8
"c90c6cc1f6a1b0b576a40d8f2a2280f7",2010,1,1411170,"Teoria dos Grafos",7
"c90c6cc1f6a1b0b576a40d8f2a2280f7",2010,1,1411181,"Laboratório de Programação II",8.8
"c90c6cc1f6a1b0b576a40d8f2a2280f7",2010,1,1305218,"Métodologia Científica",8.8
"c90c6cc1f6a1b0b576a40d8f2a2280f7",2010,1,1411179,"Lab. de Estrutura de Dados e Algoritmos",9.5
"c90c6cc1f6a1b0b576a40d8f2a2280f7",2010,1,1108089,"Fundamentos de Física Clássica",7.3
"c90c6cc1f6a1b0b576a40d8f2a2280f7",2010,1,1114107,"Probabilidade e Estatistica",8.1
"c90c6cc1f6a1b0b576a40d8f2a2280f7",2010,1,1411171,"Teoria da Computação",8.6
"c90c6cc1f6a1b0b576a40d8f2a2280f7",2010,1,1411172,"Estrutura de Dados e Algoritmos",9.3
"c90c6cc1f6a1b0b576a40d8f2a2280f7",2010,1,1411176,"Gerência da Informação",9.2
"c90c6cc1f6a1b0b576a40d8f2a2280f7",2010,1,1109049,"Álgebra Linear I",6.8
"c90c6cc1f6a1b0b576a40d8f2a2280f7",2010,1,1411177,"Engenharia de Software I",9.2
"c90c6cc1f6a1b0b576a40d8f2a2280f7",2010,1,1108090,"Fundamentos de Física Moderna",7.4
"c90c6cc1f6a1b0b576a40d8f2a2280f7",2010,1,1411169,"Paradigmas de Ling. de Programação",8.6
"c90c6cc1f6a1b0b576a40d8f2a2280f7",2010,1,1411173,"Lógica Matemática",8.5
"c90c6cc1f6a1b0b576a40d8f2a2280f7",2010,1,1411178,"Sistemas de Informação I",9.9
"c90c6cc1f6a1b0b576a40d8f2a2280f7",2010,1,1411182,"Lab. de Org. e Arquitetura de Computadores",9
"c90c6cc1f6a1b0b576a40d8f2a2280f7",2010,1,1411175,"Org. e Arquitetura de Computadores I",8.5
"c90c6cc1f6a1b0b576a40d8f2a2280f7",2010,1,1114114,"Métodos Estatisticos",7.2
"c90c6cc1f6a1b0b576a40d8f2a2280f7",2010,1,1411195,"Sistemas de Informação II",8.5
"c90c6cc1f6a1b0b576a40d8f2a2280f7",2010,1,1305219,"Direito e Cidadania",8.5
"c90c6cc1f6a1b0b576a40d8f2a2280f7",2010,1,1411183,"Laboratório de Engenharia de Software",9.4
"c90c6cc1f6a1b0b576a40d8f2a2280f7",2010,1,1411190,"Redes de Computadores",7.7
"c90c6cc1f6a1b0b576a40d8f2a2280f7",2010,1,1411193,"Banco de Dados I",8.4
"c90c6cc1f6a1b0b576a40d8f2a2280f7",2010,1,1411192,"Sistemas Operacionais",7.5
"c90c6cc1f6a1b0b576a40d8f2a2280f7",2010,1,1411184,"Lab. de Intercon. de Redes de Computadores",7.7
